id,sentence1,domain,label
187,@user #Love_peace and peaceful coexistence of all no to violence and #terrorism #SemST,hillary,none
188,I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm.  #ClintonCash #TheGreaterGood #election2016 #SemST,hillary,against
189,"@user like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed #SemST",hillary,against
190,@user Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain #SemST,hillary,against
191,It's official. Every single #GOP member is now a candidate for #POTUS. Who needs #leadership when you have a #soapbox? #SemST,hillary,against
192,"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools #SemST",hillary,against
193,@user @user 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting #SemST,hillary,against
194,#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency. #SemST,hillary,none
195,I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true? #SemST,hillary,against
196,@user R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U! #SemST,hillary,against
197,"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton #SemST",hillary,favor
198,@user SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous. #SemST,hillary,against
199,".@davelevinthal Operating a shredder, now @user is WAY more adept at using THAT! #WakeUpAmerica #TCOT #OhHillNO! #SemST",hillary,against
200,@user @user I'm not a Genitalian #SemST,hillary,none
201,".@NewtGingrich on @user ""She's very formidable... she's a very competent person. #SemST",hillary,against
202,Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR  b4 it's to late  #tcot #SemST,hillary,none
203,@user thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016 #SemST,hillary,none
204,Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11 #SemST,hillary,against
205,@user @user Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill #SemST,hillary,against
206,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.   #SemST,hillary,favor
207,My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either.  #HillaryClinton #SemST,hillary,favor
208,@user @user @user And why are major media outlets not exposing Hillary's blatant flip flopping on this issue. #SemST,hillary,against
209,@user literally the greatest video I have ever seen. #SemST,hillary,favor
210,"@user @user Yes. You make me proud. Socialism is the answer, which leads to communism. We will succeed. #SemST",hillary,none
211,"@user I love Bern, but it's not his time! #SemST",hillary,against
212,".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high. #SemST",hillary,against
213,"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016 #SemST",hillary,against
214,RT @user Huge cheer for universal child care and early childhood education. #SemST,hillary,none
215,".@GoldenTalon @user @user  On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO #SemST",hillary,favor
216,@user Stop promoting @user She is a liar. Just like her impeached husband. #WakeUpAmerica,hillary,against
217,@user @user is that why she and @user take that #Saudi money? #SaudiCables #SaudiCables #clinton2016 #SemST,hillary,against
218,@user @user WTF? This just keeps getting crazier! #SemST,hillary,none
219,"White, middle-aged men did a pretty good job leading this Country for 230 yrs. Racist? Sexist? No, I'm a realist. #SemST",hillary,against
220,@user I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins #SemST,hillary,none
221,YES! Community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve. #SemST,hillary,none
222,"@user  ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",hillary,against
223,"@user Did your rich Saudi donors, who execute gays, join the team? #Hypocrite #WakeUpAmerica  #SemST",hillary,against
224,@user I do a stump speech. It on the stump in the park. attendance mandatory. #SemST,hillary,none
225,@user Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica #SemST,hillary,against
226,@user Yes I can and will. #SemST,hillary,favor
227,Low key it would be interesting to have a female president. #SemST,hillary,favor
228,@user Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME! #SemST,hillary,against
229,@user @user @user @user  we love Joe and Bernie--but they ARE too OLD--they would end up a #OneTerm President #SemST,hillary,against
230,Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,hillary,favor
231,"3. Fixing America's political system by getting rid of ""unaccountable"" money, and 4. Protecting the country. #SemST",hillary,none
232,Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92 #SemST,hillary,favor
233,My how times have changed: @user has focused his attacks on @user not @user #SemST,hillary,none
234,It is offensive when the mexican flag flies on US soil. California state capital. #Lovewins #univision #foxnews #DonaldTrump #SemST,hillary,against
235,@user i think the main problem is having your foot in your mouth in the first place. #SemST,hillary,none
236,My liberty depends on you being free too. President Obama #SemST,hillary,none
237,"@user Haha, I LOVE your header! #SemST",hillary,none
238,If I run for office this will be my original logo:          M   #libertynothillary  #HillNo #tcot #UniteBlue #SemST,hillary,against
239,"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.  #SemST",hillary,against
240,"Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet?  Why do Libs love 1%ers?  #SemST",hillary,against
241,"All Americans have value to our society, it's called a vote. #LiberalLogic    #InternationalJokeDay #SemST",hillary,against
242,How many poor kids could $2.5 billion feed? #SemST,hillary,none
243,"Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.   #SemST",hillary,against
244,RT .@ChuckNellis  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note. #SemST,hillary,against
245,@user @user we need to re-establish a #global system dominated by love and affection have #moral_humane RT,hillary,favor
246,I always joke about anything political bc if I were serious I'd end up offending people and not realize it. #SemST,hillary,none
247,Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT #SemST,hillary,against
248,@user won't be there. I'm supporting @user for President. #lgbtrights #ACAWorks #SemST,hillary,favor
249,@user those of us that also have a brain will be voting against Hillary... #SemST,hillary,against
250,Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @user supporters! #SemST,hillary,favor
251,@user @user you could never dream to be as intelligent as she is #SemST,hillary,favor
252,"My birthday is on July 24th, if anyone needs a gift idea #ChillaryClinton #SemST",hillary,against
253,"@user @user Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica #SemST",hillary,none
254,"@user @user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #SemST",hillary,against
255,Let's shatter the glass ceiling! - @user #VAdems #SemST,hillary,none
256,"@user I agree, these are better than what you had before, like a severe cold is better than pneumonia. Good luck.",hillary,none
257,Hillary needs to go to a Sheetz gas station after 10 pm to see the real America. #SemST,hillary,against
258,Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted #SemST,hillary,against
259,@user @user I want the first female to be competent. #SemST,hillary,against
260,I want to go back in time to when men and women couldn't appear in the same yearbook as each other #old school #SemST,hillary,none
261,"Sorry, Hillary's new normal folk image doesn't take away from Behgnazi & her 0 foreign policy successes as Secretary of State.",hillary,against
262,The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue #SemST,hillary,favor
263,"@user Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency. #SemST",hillary,against
264,@user   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point. #SemST,hillary,against
265,RT @user 2nd tweet-#POTUS2016 candidates #guncontrol Read article-esp #JebBush (make #GunViolence worse) & #GunSen... #SemST,hillary,against
266,@user You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before. #SemST,hillary,against
267,"I'd love for some reporter to ask, ""Sec Clinton, will u b returning the White House china, if elected? Or did u already hock it? #SemST",hillary,against
268,And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours. #SemST,hillary,against
269,"@user @user @user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #StopHillary2016 #SemST",hillary,against
270,"You cant fix stupid, might not be able to vote them out either. #SemST",hillary,none
271,"@user he made a careless mistake, she deliberately broke many laws & still lies about it. #SemST",hillary,against
272,@user @user @user @user She's too old to understand the internet...that she can be fact checked.,hillary,against
